Type	ID	Name	Caption	Modified	Version List	Date	Time	Compiled	Locked	Locked By
5	5918	ServOrder-Check Response Time	ServOrder-Check Response Time	No	NAVW17.10.00.37221	28-06-14	12:00:00	Yes	No	
5	5919	Serv Reg.-Show WarrLdgEntries	Serv Reg.-Show WarrLdgEntries	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5920	ServItemManagement	ServItemManagement	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	5921	ServComponent-Copy from BOM	ServComponent-Copy from BOM	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5922	Serv-Quote to Order (Yes/No)	Serv-Quote to Order (Yes/No)	No	NAVW15.00	13-02-07	12:00:00	Yes	No	
5	5923	Service-Quote to Order	Service-Quote to Order	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5930	ServAllocationManagement	ServAllocationManagement	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5931	Resource Skill Mgt.	Resource Skill Mgt.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5932	Service-Get Shipment	Service-Get Shipment	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5940	ServContractManagement	ServContractManagement	No	NAVW17.10.00.38053	25-09-14	12:00:00	Yes	No	
5	5941	ContractDiscount-Find	ContractDiscount-Find	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5942	ServContractQuote-Tmpl. Upd.	ServContractQuote-Tmpl. Upd.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5943	Lock-OpenServContract	Lock-OpenServContract	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5944	SignServContractDoc	SignServContractDoc	No	NAVW17.10.00.37799	28-08-14	12:00:00	Yes	No	
5	5945	CreateCreditfromContractLines	CreateCreditfromContractLines	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5950	Service-Calc. Discount	Service-Calc. Discount	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5951	Service-Disc. (Yes/No)	Service-Disc. (Yes/No)	No	NAVW15.00	13-02-07	12:00:00	Yes	No	
5	5971	Service Header Apply	Service Header Apply	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5972	Service Info-Pane Management	Service Info-Pane Management	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5980	Service-Post	Service-Post	No	NAVW17.10,NAVDK7.10,EFAK7.10.00.3.04	14-11-13	13:47:44	Yes	No	
5	5981	Service-Post (Yes/No)	Service-Post (Yes/No)	No	NAVW15.00	13-02-07	12:00:00	Yes	No	
5	5982	Service-Post+Print	Service-Post+Print	No	NAVW17.00,NAVDK7.00,EFAK7.00.00.3.01	05-02-13	12:54:30	Yes	No	
5	5985	Serv-Item Tracking Rsrv. Mgt.	Serv-Item Tracking Rsrv. Mgt.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5986	Serv-Amounts Mgt.	Serv-Amounts Mgt.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	5987	Serv-Posting Journals Mgt.	Serv-Posting Journals Mgt.	No	NAVW17.10.00.38053	25-09-14	12:00:00	Yes	No	
5	5988	Serv-Documents Mgt.	Serv-Documents Mgt.	No	NAVW17.10.00.36366,EFAK7.10.00.3.05	04-07-14	13:03:25	Yes	No	
5	6080	Service Price Management	Service Price Management	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	6085	Serv. Ledg Bar Chart DrillDown	Serv. Ledg Bar Chart DrillDown	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	6224	XML DOM Management	XML DOM Management	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	6500	Item Tracking Management	Item Tracking Management	No	NAVW17.10.00.38053	25-09-14	12:00:00	Yes	No	
5	6501	Item Tracking Data Collection	Item Tracking Data Collection	No	NAVW17.10.00.36035	21-01-14	12:00:00	Yes	No	
5	6502	Late Binding Management	Late Binding Management	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	6520	Item Tracing Mgt.	Item Tracing Mgt.	No	NAVW17.10.00.37799	28-08-14	12:00:00	Yes	No	
5	6529	Item Tracking Navigate Mgt.	Item Tracking Navigate Mgt.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	6620	Copy Document Mgt.	Copy Document Mgt.	No	NAVW17.10.00.37799	28-08-14	12:00:00	Yes	No	
5	6638	Sales-Get Return Receipts	Sales-Get Return Receipts	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	6648	Purch.-Get Return Shipments	Purch.-Get Return Shipments	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	6651	Return Shipment - Printed	Return Shipment - Printed	No	NAVW13.10.01	25-02-02	12:00:00	Yes	No	
5	6661	Return Receipt - Printed	Return Receipt - Printed	No	NAVW13.10.01	25-02-02	12:00:00	Yes	No	
5	7000	Sales Price Calc. Mgt.	Sales Price Calc. Mgt.	No	NAVW17.10.00.37221	28-06-14	12:00:00	Yes	No	
5	7010	Purch. Price Calc. Mgt.	Purch. Price Calc. Mgt.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7030	Campaign Target Group Mgt	Campaign Target Group Mgt	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7110	Analysis Report Management	Analysis Report Management	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	7111	Insert Analysis Line	Insert Analysis Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7112	Analysis BarChart DrillDown	Analysis BarChart DrillDown	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7130	Item Budget Management	Item Budget Management	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7150	Update Item Analysis View	Update Item Analysis View	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7151	ItemAViewEntryToValueEntries	ItemAViewEntryToValueEntries	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7152	Export Item Analysis View	Export Item Analysis View	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7153	Item Analysis Management	Item Analysis Management	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	7171	Sales Info-Pane Management	Sales Info-Pane Management	No	NAVW17.10.00.36897	29-05-14	12:00:00	Yes	No	
5	7172	Sales History Copy Line Mgt.	Sales History Copy Line Mgt.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7181	Purchases Info-Pane Management	Purchases Info-Pane Management	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7182	Purch. History Copy Line Mgt.	Purch. History Copy Line Mgt.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7300	Whse. Jnl.-B.Register+Print	Whse. Jnl.-B.Register+Print	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7301	Whse. Jnl.-Register Line	Whse. Jnl.-Register Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7302	WMS Management	WMS Management	No	NAVW17.10.00.38053	25-09-14	12:00:00	Yes	No	
5	7303	Whse. Jnl.-Register	Whse. Jnl.-Register	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7304	Whse. Jnl.-Register Batch	Whse. Jnl.-Register Batch	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7305	Whse. Jnl.-B.Register	Whse. Jnl.-B.Register	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7306	Whse.-Act.-Register (Yes/No)	Whse.-Act.-Register (Yes/No)	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7307	Whse.-Activity-Register	Whse.-Activity-Register	No	NAVW17.10.00.35701	10-11-13	12:00:00	Yes	No	
5	7308	Replenishment	Replenishment	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7309	Whse. Jnl.-Register+Print	Whse. Jnl.-Register+Print	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7310	Whse.-Shipment Release	Whse.-Shipment Release	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7311	Whse. Worksheet-Create	Whse. Worksheet-Create	No	NAVW17.10.00.36897	29-05-14	12:00:00	Yes	No	
5	7312	Create Pick	Create Pick	No	NAVW17.10.00.36897	29-05-14	12:00:00	Yes	No	
5	7313	Create Put-away	Create Put-away	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	7314	Warehouse Availability Mgt.	Warehouse Availability Mgt.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7315	Whse. Internal Pick Release	Whse. Internal Pick Release	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7316	Whse. Int. Put-away Release	Whse. Int. Put-away Release	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7317	Whse. Integration Management	Whse. Integration Management	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7318	Bin Create	Bin Create	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7319	Bin Content Create	Bin Content Create	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7320	Whse. Undo Quantity	Whse. Undo Quantity	No	NAVW17.10.00.36703	10-05-14	12:00:00	Yes	No	
5	7321	Create Inventory Put-away	Create Inventory Put-away	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7322	Create Inventory Pick/Movement	Create Inventory Pick/Movement	No	NAVW17.10.00.37221	28-06-14	12:00:00	Yes	No	
5	7323	Whse.-Act.-Post (Yes/No)	Whse.-Act.-Post (Yes/No)	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7324	Whse.-Activity-Post	Whse.-Activity-Post	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	7325	Whse.-Output Prod. Release	Whse.-Output Prod. Release	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7380	Phys. Invt. Count.-Management	Phys. Invt. Count.-Management	No	NAVW17.10.00.36703	10-05-14	12:00:00	Yes	No	
5	7600	Calendar Management	Calendar Management	No	NAVW17.10.00.37563	02-08-14	12:00:00	Yes	No	
5	7700	ADCS Management	ADCS Management	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7701	ADCS Communication	ADCS Communication	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	7702	Miniform Management	Miniform Management	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7703	ADCS Get Field Value	ADCS Get Field Value	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7705	Miniform Logon	Miniform Logon	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	7706	Miniform Logoff	Miniform Logoff	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7707	Miniform Mainmenu	Miniform Mainmenu	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7708	Miniform Pick Activity List	Miniform Pick Activity List	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7709	Miniform Put Activity List	Miniform Put Activity List	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7710	Miniform Move Activity List	Miniform Move Activity List	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7711	Miniform Whse. Activity Line	Miniform Whse. Activity Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	7712	Miniform Phys. Journal List	Miniform Phys. Journal List	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	7713	Miniform Phys.-Inventory	Miniform Phys.-Inventory	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	7714	ADCS WS	ADCS WS	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	8610	Questionnaire Management	Questionnaire Management	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
5	8611	Config. Package Management	Config. Package Management	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
5	8612	Config. Template Management	Config. Template Management	No	NAVW17.10.00.36035	21-01-14	12:00:00	Yes	No	
5	8613	Config. Try Validate	Config. Try Validate	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
5	8614	Config. XML Exchange	Config. XML Exchange	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
5	8615	Config. Progress Bar	Config. Progress Bar	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
5	8616	Config. Management	Config. Management	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
5	8617	Config. Validate Management	Config. Validate Management	No	NAVW17.10.00.37221	28-06-14	12:00:00	Yes	No	
5	8618	Config. Excel Exchange	Config. Excel Exchange	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
5	8619	Config. Pckg. Compression Mgt.	Config. Pckg. Compression Mgt.	No	NAVW17.10.00.36281	13-03-14	12:00:00	Yes	No	
5	8620	Config. Package - Import	Config. Package - Import	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	9170	Conf./Personalization Mgt.	Conf./Personalization Mgt.	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
5	9180	Generic Chart Mgt	Generic Chart Mgt	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
5	9200	Matrix Management	Matrix Management	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
5	9500	Debugger Management	Debugger Management	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	9510	Document Service Management	Document Service Management	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	9610	SEPA XML Schema Management	SEPA XML Schema Management	No	NAVW17.10.00.35800	02-12-13	12:00:00	Yes	No	
5	9801	Identity Management	Identity Management	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
5	13600	OIOUBL Document Encode	OIOUBL Document Encode	No	NAVDK7.10.00.36281,EFAK7.10.00.3.05	07-07-14	13:56:07	Yes	No	
5	13601	OIOUBL DOM Management	OIOUBL DOM Management	No	NAVDK7.00	07-09-12	12:00:00	Yes	No	
5	13602	OIOUBL Check Sales Header	OIOUBL Check Sales Header	No	NAVDK7.10,EFAK7.10.00.3.04	14-11-13	14:01:59	Yes	No	
5	13603	OIOUBL Check Fin. Charge Memo	OIOUBL Check Fin. Charge Memo	No	NAVDK7.10,EFAK7.10.00.3.04	14-11-13	14:07:41	Yes	No	
5	13604	OIOUBL Check Reminder	OIOUBL Check Reminder	No	NAVDK7.10	23-09-13	12:00:00	Yes	No	
5	13605	OIOUBL Check Sales Invoice	OIOUBL Check Sales Invoice	No	NAVDK7.10,EFAK7.10.00.3.04	14-11-13	14:10:18	Yes	No	
5	13606	OIOUBL Check Sales Cr. Memo	OIOUBL Check Sales Cr. Memo	No	NAVDK7.00,EFAK7.00.00.3.01	05-02-13	13:05:25	Yes	No	
5	13607	OIOUBL Check Issued Fin. Chrg.	OIOUBL Check Issued Fin. Chrg.	No	NAVDK7.00	07-09-12	12:00:00	Yes	No	
5	13608	OIOUBL Check Issued Reminder	OIOUBL Check Issued Reminder	No	NAVDK7.00	07-09-12	12:00:00	Yes	No	
5	13609	OIOUBL Export Sales Invoice	OIOUBL Export Sales Invoice	No	NAVDK7.10.00.37221,EFAK7.10.00.3.07	02-10-14	13:24:52	Yes	No	
5	13610	OIOUBL Export Sales Cr. Memo	OIOUBL Export Sales Cr. Memo	No	NAVDK7.10.00.36281,EFAK7.10.00.3.05	07-07-14	15:18:07	Yes	No	
5	13611	OIOUBL Exp. Issued Fin. Chrg.	OIOUBL Exp. Issued Fin. Chrg.	No	NAVDK7.10.00.37221,EFAK7.10.00.3.07	17-11-14	14:40:21	Yes	No	
5	13612	OIOUBL Export Issued Reminder	OIOUBL Export Issued Reminder	No	NAVDK7.10.00.37221	28-06-14	12:00:00	Yes	No	
5	13613	OIOUBL Check Service Header	OIOUBL Check Service Header	No	NAVDK7.10,EFAK7.10.00.3.04	15-11-13	10:39:55	Yes	No	
5	13614	OIOUBL Check Service Invoice	OIOUBL Check Service Invoice	No	NAVDK7.00,EFAK7.00.00.3.01	05-02-13	13:22:28	Yes	No	
5	13615	OIOUBL Check Service Cr. Memo	OIOUBL Check Service Cr. Memo	No	NAVDK7.00	07-09-12	12:00:00	Yes	No	
5	13616	OIOUBL Export Service Invoice	OIOUBL Export Service Invoice	No	NAVDK7.10.00.37221,EFAK7.10.00.3.07	02-10-14	14:04:18	Yes	No	
5	13617	OIOUBL Export Service Cr. Memo	OIOUBL Export Service Cr. Memo	No	NAVDK7.10.00.36281,EFAK7.10.00.3.05	07-07-14	15:29:21	Yes	No	
5	13618	Sales-Post + XML File	Sales-Post + XML File	No	NAVDK7.10	23-09-13	12:00:00	Yes	No	
5	13650	FIK Management	FIK Management	No	NAVDK7.10	23-09-13	12:00:00	Yes	No	
5	13660	Export BankData Fixed Width	Export BankData Fixed Width	No	NAVDK7.10.00.36703	10-05-14	12:00:00	Yes	No	
5	50000	Job Functions	Job Functions	Yes	NL1.00	21-09-15	16:46:48	Yes	No	
5	6014350	EFAK Send Functions	EFAK Send Functions	No	EFAK7.00.00.3.08	28-11-14	12:27:13	Yes	No	
5	6014351	EFAK Approve Functions	EFAK Approve Functions	No	EFAK3.01.02.3.08	01-12-14	10:58:08	Yes	No	
5	6014352	EFAK Receive Functions	EFAK Receive Functions	No	EFAK7.00.00.3.07	18-11-14	11:10:55	Yes	No	
5	6014353	EFAK Receive efaktura	EFAK Receive efaktura	No	EFAK7.00.00.3.08	25-11-14	14:48:12	Yes	No	
5	6014354	EFAK Functions	EFAK Functions	No	EFAK7.00.00.3.07	14-11-14	09:18:18	Yes	No	
5	6014355	EFAK Communication	EFAK Communication	No	EFAK7.00.00.3.05	12-05-14	15:10:26	Yes	No	
5	6014356	EFAK OIOUBL Functions	EFAK OIOUBL Functions	No	EFAK7.00.00.3.07	06-11-14	10:26:56	Yes	No	
5	6014357	EFAK Imp. OIOUBL Unit of M.	EFAK Imp. OIOUBL Unit of M.	No	EFAK7.00.00.3.00	19-11-12	17:00:46	Yes	No	
5	6014358	EFAK Delete File	EFAK Delete File	No	EFAK6.00.10.3.01	04-02-13	12:29:46	Yes	No	
5	6014359	EFAK Capture RTC Library	EFAK Capture RTC Library	No	EFAK7.00.00.3.07	14-08-14	14:18:31	Yes	No	
5	6014360	EFAK Developer Tools	EFAK Developer Tools	No	EFAK5.00.01.2.33	31-10-12	10:37:32	Yes	No	
5	6014361	EFAK Xml Library	EFAK Xml Library	No	EFAK7.00.00.3.07	14-08-14	01:00:00	Yes	No	
5	6014362	EFAK VAX Integration	EFAK VAX Integration	No	EFAK7.00.00.3.05	21-02-14	12:41:08	Yes	No	
5	6014363	EFAK Sproom Integration	EFAK Sproom Integration	No	EFAK7.00.00.3.05	13-06-14	09:59:23	Yes	No	
5	6014364	EFAK Create efaktura	EFAK Create efaktura	No	EFAK7.00.00.3.07	17-11-14	09:56:45	Yes	No	
5	6014365	EFAK RTC Tools	EFAK RTC Tools	No	EFAK7.00.00.3.05	26-06-14	12:22:28	Yes	No	
5	6014366	EFAK PBS/PI Ch. Setup Imp/Exp	EFAK PBS/PI Ch. Setup Imp/Exp	No	EFAK7.00.00.3.00	12-11-12	13:55:21	Yes	No	
5	6014367	EFAK Add-In Setup	EFAK Add-In Setup	No	EFAK7.00.00.3.07	19-08-14	14:11:10	Yes	No	
5	6014370	EFAK Show Document Journal	EFAK Show Document Journal	No	EFAK7.00.00.3.07,DCW17.00.00.3.50	03-11-14	13:06:51	Yes	No	
5	6016800	Conversion	Conversion	No	PM7.00.00.2.14.10	28-01-14	11:16:44	Yes	No	
5	6016801	Import Currency Exchange Rates	Import Currency Exchange Rates	No	PM7.00.00.2.14	15-10-13	12:07:07	Yes	No	
5	6016802	Update Field Validation	Update Field Validation	No	PM3.01.01.2.00	24-03-03	14:41:13	Yes	No	
5	6016803	Payment Ledger Entry History	Payment Ledger Entry History	No	PM7.00.00.2.13.01	08-02-13	13:04:16	Yes	No	
5	6016804	Field Management	Field Management	No	PM7.00.00.2.12	07-08-12	15:04:39	Yes	No	
5	6016805	Field Validation	Field Validation	No	PM3.01.01.2.11	22-08-11	15:27:22	Yes	No	
5	6016806	Vendor Payment Information	Vendor Payment Information	No	PM7.00.00.2.12	07-08-12	15:24:17	Yes	No	
5	6016807	Purch./Payment Information	Purch./Payment Information	No	PM7.00.00.2.12	02-05-11	14:52:49	Yes	No	
5	6016808	Pmt. Jnl. Payment Information	Pmt. Jnl. Payment Information	No	PM7.00.00.2.12	08-08-12	10:29:48	Yes	No	
5	6016809	Activate/Deact. Pmt. Methods	Activate/Deact. Pmt. Methods	No	PM7.00.00.2.12	03-04-03	16:21:03	Yes	No	
5	6016810	Procuration Management	Procuration Management	No	PM7.00.00.2.13.03	21-08-13	15:43:15	Yes	No	
5	6016811	Import Bank Setup	Import Bank Setup	No	PM7.00.00.2.14	27-08-13	13:41:44	Yes	No	
5	6016812	Export Bank Setup	Export Bank Setup	No	PM7.00.00.2.14	27-08-13	13:41:56	Yes	No	
5	6016813	Template Field Management	Template Field Management	No	PM7.00.00.2.12	08-08-12	10:33:11	Yes	No	
5	6016814	Collecting Payments	Collecting Payments	No	PM7.00.00.2.14.11	22-08-14	12:20:54	Yes	No	
5	6016815	Payment Ledger Entry Mgmt.	Payment Ledger Entry Mgmt.	No	PM7.00.00.2.12	21-08-12	15:17:15	Yes	No	
5	6016816	Advice Management	Advice Management	No	PM7.00.00.2.14.10	14-03-14	09:28:11	Yes	No	
5	6016817	Send Payments	Send Payments	No	PM7.00.00.2.14.10	14-04-14	14:28:43	Yes	No	
5	6016818	G/L Register Show Pmt. L/E	G/L Register Show Pmt. L/E	No	PM7.00.00.2.12	24-03-03	14:41:14	Yes	No	
5	6016819	Bank Pmt. Prioritizing	Bank Pmt. Prioritizing	No	PM7.00.00.2.12	24-03-03	14:41:14	Yes	No	
5	6016820	Customer Acc. Statement Mgmt.	Customer Acc. Statement Mgmt.	No	PM3.01.01.2.00	11-09-03	10:30:27	Yes	No	
5	6016821	Create Demo Data	Create Demo Data	No	PM4.00.00.2.02	11-11-04	15:13:42	Yes	No	
5	6016822	Create Bank	Create Bank	No	PM3.01.01.2.00	24-03-03	14:41:14	Yes	No	
5	6016823	Create Vendor Bank Account	Create Vendor Bank Account	No	PM5.00.00.2.05	26-04-07	09:24:23	Yes	No	
5	6016824	Create Bank Account	Create Bank Account	No	PM3.01.01.2.00	06-10-03	09:54:14	Yes	No	
5	6016825	Create Balancing Accounts	Create Balancing Accounts	No	PM3.01.01.2.00	24-03-03	14:41:14	Yes	No	
5	6016826	Create Payment Setup	Create Payment Setup	No	PM3.01.01.2.00	24-03-03	14:41:14	Yes	No	
5	6016827	Create Journals	Create Journals	No	PM3.01.01.2.00	24-03-03	14:41:14	Yes	No	
5	6016828	Create Pmt. Suggestion Setup	Create Pmt. Suggestion Setup	No	PM3.01.01.2.00	24-03-03	14:41:14	Yes	No	
5	6016829	Create Vendor Pmt. Information	Create Vendor Pmt. Information	No	PM5.00.00.2.05	26-04-07	09:24:35	Yes	No	
5	6016830	Create Purch. Inv. Pmt. Info.	Create Purch. Inv. Pmt. Info.	No	PM5.00.00.2.05	26-04-07	09:24:46	Yes	No	
5	6016831	Create Account Statements	Create Account Statements	No	PM7.00.00.2.14	04-11-13	14:12:30	Yes	No	
5	6016832	Create Payments	Create Payments	No	PM3.01.01.2.00	24-03-03	14:41:14	Yes	No	
5	6016833	Pmt. Ledg. Entry Update Fields	Pmt. Ledg. Entry Update Fields	No	PM3.01.01.2.00	24-03-03	14:41:14	Yes	No	
5	6016834	Create Roles / Permissions	Create Roles / Permissions	No	PM3.60.00.2.13	08-11-12	14:38:48	Yes	No	
5	6016836	Find Acc. Stmt. Entries	Find Acc. Stmt. Entries	No	PM7.00.00.2.12	25-11-10	10:20:18	Yes	No	
5	6016837	Find Purchase Documents PM	Find Purchase Documents PM	No	PM7.00.00.2.12	07-08-03	10:22:56	Yes	No	
5	6016838	Create Vendor Priority	Create Vendor Priority	No	PM3.01.01.2.03	10-08-05	14:08:28	Yes	No	
5	6016840	Import Status File	Import Status File	No	PM7.00.00.2.14.01	13-03-13	12:11:02	Yes	No	
5	6016841	PM Standard Object Code	PM Standard Object Code	No	PM7.10.00.2.14	18-10-13	10:30:34	Yes	No	
5	6016842	PM direct RTC	PM direct RTC	No	PM7.00.00.2.14.10	02-06-14	13:30:50	Yes	No	
5	6016843	RTC Tools	RTC Tools	No	PM7.00.00.2.13	17-10-12	15:06:51	Yes	No	
5	6016844	Continia License Agreement	Continia License Agreement	No	PM7.00.00.2.14.10	09-04-14	12:39:27	Yes	No	
5	6017100	Send Post Girot Payments	Send Post Girot Payments	No	PM7.10.00.2.14	05-11-13	13:43:35	Yes	No	
5	6017101	Send Bank Girot Payments	Send Bank Girot Payments	No	PM7.10.00.2.14	05-11-13	13:44:05	Yes	No	
5	6017150	Send NKS Payments	Send NKS Payments	No	PM7.00.00.2.13.03	23-08-13	11:10:58	Yes	No	
5	6017151	NKS FTP Control	NKS FTP Control	No	PM7.00.00.2.13.03	23-08-13	11:15:01	Yes	No	
5	6017152	Import NKS Receipts	Import NKS Receipts	No	PM7.00.00.2.13.03	23-08-13	13:06:38	Yes	No	
5	6017200	Import Account Statement	Import Account Statement	No	PM7.00.00.2.14.10	27-02-14	12:42:57	Yes	No	
5	6017201	Bank Acc. Recon. (PM)	Bank Acc. Recon. (PM)	Yes	PM7.10.00.2.14.10	24-03-15	13:39:56	Yes	No	
5	6017202	Bank Acc. Recon. (Post)	Bank Acc. Recon. (Post)	No	PM3.01.01.2.10	02-08-10	10:52:17	Yes	No	
5	6017203	BankAcc.Entry SetRecon.-No. PM	BankAcc.Entry SetRecon.-No. PM	No	NAVW13.00,PM3.01.01.2.00	24-03-03	14:41:14	Yes	No	
5	6017204	Bank Acc. Recon. Apply Ent. PM	Bank Acc. Recon. Apply Ent. PM	No	NAVW13.00,PM7.00.00.2.14	11-10-13	13:51:22	Yes	No	
5	6017205	Bank Acc.Rec. Post (Yes/No) PM	Bank Acc.Rec. Post (Yes/No) PM	No	PM3.01.01.2.00	03-07-03	15:03:57	Yes	No	
5	6017206	Bank Acc. Recon. Post+Print PM	Bank Acc. Recon. Post+Print PM	No	PM3.01.01.2.00	03-07-03	15:20:55	Yes	No	
5	6017207	Toggle Bank Stmt.L. Editable	Toggle Bank Stmt.L. Editable	No	PM3.01.01.2.09	24-11-09	16:22:04	Yes	No	
5	6017208	Import MT940 Acc. Stmnt.	Import MT940 Acc. Stmnt.	No	PM3.01.01.2.14.01	02-12-13	14:49:47	Yes	No	
5	6017209	Create Acc. Stmnt. - XML	Create Acc. Stmnt. - XML	No	PM7.00.00.2.14	04-11-13	14:43:53	Yes	No	
5	6017250	XTL Comm. Functions	XTL Comm. Functions	No	PM7.00.00.2.14	10-09-13	10:23:47	Yes	No	
5	6017255	CREMUL Status Management	CREMUL Status Management	No	PM7.00.00.2.13.02	15-05-13	15:05:27	Yes	No	
5	6085573	Xml Library	Xml Library	No	DCW17.00.00.3.50.06	17-01-14	01:00:00	Yes	No	
5	6085574	Word Functions	Word Functions	No	DCW13.70.00.3.00	19-08-11	01:00:00	Yes	No	
5	6085575	Capture Engine	Capture Engine	No	DCW13.70.00.3.50	07-09-13	01:00:00	Yes	No	
5	6085576	Capture Management	Capture Management	No	DCW13.70.00.3.50.07	17-03-14	01:00:00	Yes	No	
5	6085577	Document Importer	Document Importer	No	DCW17.00.00.3.50.06	22-01-14	01:00:00	Yes	No	
5	6085578	Document Management	Document Management	No	DCW13.70.00.3.50.02	14-10-13	01:00:00	Yes	No	
5	6085579	Doc. - Search Word Identifier	Doc. - Search Word Identifier	No	DCW13.70.00.3.50	30-08-13	01:00:00	Yes	No	
5	6085580	Doc. - Field Validation	Doc. - Field Validation	No	DCW13.70.00.3.50.02	14-10-13	01:00:00	Yes	No	
5	6085581	Doc. - Register (Y/N)	Doc. - Register (Y/N)	No	DCW13.70.00.3.50	13-08-13	01:00:00	Yes	No	
